"ind_index" "x" "y" "phenotype1_mat" "phenotype2_MTWetQ" "phenotype3_MTDQ" "phenotype4_PDM" "phenotype5_PwarmQ" "phenotype6_PWM" "env1_mat" "env2_MTWetQ" "env3_MTDQ" "env4_PDM" "env5_PwarmQ" "env6_PWM"
1346 0.491067 0.195281 0.474154 -0.302344 0.437676 0.00643888 -0.199841 -0.0232497 0.329347 -0.246904 0.332243 0.0482691 -0.247135 -0.0900105
1351 0.717983 0.136594 -0.0903523 -0.39198 0.620436 0.479399 -0.015054 0.399061 -0.0154187 -0.316875 0.798943 0.537286 -0.00874428 0.515514
1356 0.608073 0.998732 -0.257065 0.287908 -0.240731 -0.00886184 0.324978 -0.0274301 -0.336462 0.250194 -0.350712 -0.0766021 0.349581 0.0572672
1369 0.32345 0.551951 0.199531 -0.361337 0.170674 0.0853994 -0.0604829 0.0198031 0.0774028 -0.309878 0.181252 0.184107 0.0403361 0.0888943
1373 0.41001 0.749216 -0.124059 -0.420625 0.0767137 0.334177 0.14628 0.170917 -0.114202 -0.366188 0.0865128 0.276122 0.108407 0.0720201
1376 0.170351 0.91459 -0.06764 -0.33013 0.167042 0.377171 0.574839 0.159954 -0.067247 -0.355584 0.101661 0.514355 0.454013 0.173612
1381 0.525248 0.802469 -0.33471 0.0916439 -0.103253 0.142097 0.268944 -0.0525393 -0.405066 0.225579 -0.0860631 0.145098 0.165285 -0.108006
1398 0.362217 0.691929 -0.124059 -0.420625 0.0767137 0.334177 0.14628 0.170917 -0.125613 -0.357945 0.063966 0.324876 0.149326 0.165379
1400 0.801579 0.856657 -0.0976621 0.363427 -0.121072 -0.435369 0.619606 0.362281 -0.0154187 0.358344 -0.189363 -0.413581 0.573208 0.267799
1414 0.919531 0.316848 -0.275735 0.133436 -0.280951 0.0669335 0.0611538 -0.0676968 -0.240842 0.207907 -0.319764 -0.00606618 -0.0017328 -0.021201
1417 0.737409 0.468905 -0.245717 -0.468217 0.0431238 0.159906 0.102004 0.0282585 -0.320404 -0.421831 -0.0315083 0.347113 0.173554 0.102656
1431 0.766029 0.565935 -0.676326 0.0866287 -0.470671 0.218813 0.260098 -0.103465 -0.610919 0.169803 -0.497493 0.210921 0.292506 0.00608384
1437 0.788553 0.114665 -0.422914 -0.485444 0.351675 0.356068 0.0685101 0.151037 -0.50244 -0.427877 0.547492 0.537286 -0.00937989 0.0901419
1438 0.930946 0.978607 0.0274445 0.367076 -0.581301 -0.512264 0.556737 0.345154 0.0294915 0.410529 -0.559518 -0.467916 0.646154 0.349449
1440 0.859246 0.111596 0.193896 -0.259052 -0.0654389 0.0284264 -0.287647 -0.143441 0.130444 -0.313376 -0.079551 0.0211015 -0.219089 -0.213868
1447 0.584179 0.164679 0.00768939 -0.429235 0.152797 0.37261 -0.0593352 0.342025 -0.0364964 -0.321756 0.102659 0.357055 -0.0456813 0.298826
1448 0.364802 0.805893 -0.254163 -0.421077 -0.0255205 0.399627 0.299839 0.191088 -0.187802 -0.372851 0.0233975 0.374281 0.229646 0.171466
1454 0.778972 0.562783 -0.50451 0.16144 -0.519748 0.132224 0.309871 -0.0305052 -0.544841 0.19206 -0.456196 0.147458 0.277737 -0.00393072
1456 0.0519048 0.453338 -0.0662606 0.306961 -0.150939 -0.521849 -0.501021 -0.531105 -0.0422833 0.322632 -0.163183 -0.467916 -0.405408 -0.452554
1458 0.973383 0.211283 -0.456489 -0.0660458 -0.341581 0.132091 0.036446 0.127372 -0.364587 0.0201576 -0.288491 0.102604 0.0450057 0.0736002
1459 0.211496 0.999051 0.0344038 -0.41471 0.266883 0.551112 0.487199 0.194878 0.143704 -0.313376 0.243021 0.455784 0.43999 0.226513
1472 0.741296 0.291146 -0.281401 -0.286986 -0.181593 0.48792 0.0798794 0.336973 -0.388319 -0.414826 -0.0958228 0.503319 0.088531 0.283299
1479 0.132806 0.603602 0.43792 0.460114 0.0998179 -0.313152 -0.289072 -0.369881 0.413614 0.469169 0.0829529 -0.413581 -0.326522 -0.434058
1489 0.522761 0.152524 0.418563 -0.236465 0.280498 0.205337 -0.193177 0.0881634 0.50173 -0.204921 0.428328 0.129772 -0.2261 0.0338467
1496 0.171008 0.714788 0.244952 0.370219 0.155761 -0.113251 -0.0303718 -0.161577 0.363397 0.442626 0.0462462 -0.0994209 0.0417123 -0.150128
1502 0.595558 0.950664 -0.00625059 0.417626 -0.260804 -0.257251 0.161445 -0.0721425 0.00922718 0.359305 -0.157353 -0.158495 0.115724 -0.134342
1514 0.521344 0.583563 -0.167242 -0.393248 0.167223 0.232506 0.151965 0.195951 -0.0686113 -0.365881 0.119391 0.26561 0.0824049 0.198963
1519 0.112229 0.222017 0.31426 -0.296172 0.238027 -0.217692 -0.503288 -0.27184 0.278876 -0.243179 0.265827 -0.161185 -0.526238 -0.155268
1521 0.106017 0.0317966 0.163337 -0.212206 0.767262 0.243419 -0.419047 0.538474 0.233859 -0.222277 0.892824 0.163466 -0.40503 0.645694
1528 0.123211 0.307928 -0.0321764 -0.323688 -0.0539327 -0.270325 -0.375863 -0.448188 -0.130092 -0.342984 -0.214399 -0.206051 -0.366266 -0.362701
1552 0.463029 0.477032 0.0839489 -0.40435 0.300151 0.190925 -0.0777992 0.0999912 0.118608 -0.310264 0.226411 0.184107 -0.00351792 0.0681248
1554 0.255976 0.812508 0.0258445 -0.384134 0.133275 0.444203 0.491107 0.325533 0.00572501 -0.322041 0.137779 0.589687 0.443832 0.333668
1557 0.673325 0.805451 -0.540735 0.120848 -0.609589 -0.0757892 0.446401 0.146833 -0.657837 0.157363 -0.519969 -0.0332338 0.378083 0.0713277
1566 0.50683 0.778461 -0.229822 -0.29911 0.0931018 0.0607706 0.0368637 -0.0514015 -0.00395484 -0.367672 0.168244 0.15433 -0.0197968 -0.0362849
1568 0.914027 0.505043 -0.346749 0.253697 -0.289751 -0.15953 0.193476 0.10094 -0.386705 0.17642 -0.319764 -0.141904 0.25068 0.116418
1581 0.720788 0.278999 -0.463824 -0.443422 -0.150505 0.519466 0.0126313 0.224594 -0.360097 -0.409109 -0.0838287 0.537286 0.0971563 0.393176
1608 0.256794 0.400812 0.422212 0.437433 0.0672184 -0.343535 -0.398242 -0.489396 0.377373 0.444485 0.0757078 -0.381276 -0.404421 -0.486504
1625 0.278142 0.552916 0.321043 0.474448 0.165565 -0.177605 -0.187381 -0.160361 0.456096 0.468753 0.103737 -0.141904 -0.133919 -0.255153
1633 0.541348 0.728157 0.0219541 -0.447637 0.205162 0.137351 0.068859 -0.0661345 0.0154221 -0.3625 0.184748 0.129772 0.0138658 -0.0681049
1649 0.444682 0.505783 0.408877 -0.018301 0.256985 0.175018 -0.058061 -0.00227516 0.382388 -0.264396 0.387149 0.120014 -0.0112626 -0.00356294
1650 0.914662 0.3216 -0.301373 0.204415 -0.33208 -0.0232802 -0.109261 0.0081275 -0.236041 0.210445 -0.321023 -0.0134608 -0.00236336 -0.0186928
1677 0.783239 0.809915 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.187802 0.305227 -0.271722 -0.359245 0.491634 0.187744
1682 0.993761 0.144332 -0.456489 -0.0660458 -0.341581 0.132091 0.036446 0.127372 -0.396241 0.00863385 -0.290384 0.109117 0.0490283 0.0888943
1689 0.485562 0.282954 0.588573 -0.309885 0.511616 0.183525 -0.0877804 0.112342 0.393009 -0.23693 0.37423 0.11121 -0.154113 0.014356
1702 0.300563 0.23928 0.817941 0.578262 0.302552 -0.568406 -0.600148 -0.577858 0.8013 0.577669 0.281398 -0.579265 -0.670589 -0.655606
1715 0.236428 0.631363 0.123314 -0.13586 0.315439 0.326621 0.208523 0.0925345 0.136844 -0.29434 0.230269 0.2318 0.189337 0.0681304
1720 0.125976 0.00255454 0.163337 -0.212206 0.767262 0.243419 -0.419047 0.538474 0.132525 -0.241724 0.835884 0.199022 -0.388258 0.621157
1748 0.136659 0.307849 -0.0321764 -0.323688 -0.0539327 -0.270325 -0.375863 -0.448188 0.063715 -0.306917 -0.110779 -0.294254 -0.435353 -0.42866
1762 0.838388 0.0511173 -0.247512 -0.40421 0.655439 0.398094 -0.00985669 0.080366 -0.323376 -0.394365 0.660012 0.401956 -0.0850848 0.00657988
1789 0.387531 0.323737 0.240929 -0.250529 -0.0655472 -0.080013 -0.287478 -0.319558 0.156964 -0.292385 -0.0452348 -0.169072 -0.324261 -0.379011
1790 0.308337 0.0145865 0.37692 -0.322425 0.00846791 -0.370943 -0.644666 -0.5477 0.408908 -0.23291 0.0851666 -0.413581 -0.674835 -0.557915
1825 0.419152 0.491553 0.59166 -0.182328 0.136351 -0.15281 -0.12517 -0.354942 0.437366 -0.251726 0.0998959 -0.00738939 -0.121952 -0.195571
1829 0.0604455 0.508889 0.217496 0.468182 -0.0144699 -0.498731 -0.4505 -0.539847 0.170224 0.396828 -0.0452348 -0.522251 -0.422421 -0.44782
1844 0.385623 0.231786 0.388472 0.303419 0.151238 -0.27879 -0.455505 -0.436232 0.437057 0.467229 0.0928729 -0.34733 -0.486386 -0.538118
1852 0.626471 0.271216 -0.00689962 -0.348558 0.240138 0.600715 0.1501 0.831597 0.0461816 -0.315632 0.19698 0.588992 0.102082 0.887976
1853 0.376175 0.583373 0.48865 -0.328531 0.12285 -0.031346 -0.13728 -0.162439 0.399309 -0.261923 0.0841034 -0.00981622 -0.088774 -0.197974
1858 0.103298 0.0843154 0.0509109 -0.263775 0.66896 0.230572 -0.440287 0.356821 -0.174541 -0.316875 0.675405 0.292778 -0.331272 0.281561
1865 0.475206 0.386492 0.199531 -0.361337 0.170674 0.0853994 -0.0604829 0.0198031 0.199366 -0.288195 0.264968 0.173209 -0.0634499 0.0778532
1868 0.217102 0.0246457 -0.0445728 -0.316329 0.694704 0.134589 -0.489819 -0.0929186 0.125983 -0.265995 0.845505 0.0737978 -0.502509 -0.0462341
1873 0.54206 0.474039 -0.130767 -0.391215 0.114193 0.387924 0.102019 0.449969 -0.00215847 -0.341364 0.153799 0.347113 0.0894164 0.391656
1885 0.0906734 0.484108 0.292656 0.303743 -0.00648019 -0.425352 -0.48373 -0.452522 0.236525 0.41782 -0.0315083 -0.495084 -0.422421 -0.406534
1904 0.397567 0.856541 -0.274081 -0.428332 -0.01288 0.221058 0.229296 0.0665969 -0.332666 -0.40183 -0.0609706 0.334811 0.228457 0.0589043
1905 0.891459 0.497853 -0.582723 0.140466 -0.368673 0.0344048 0.169739 0.0972886 -0.49864 0.136035 -0.363507 -0.0594789 0.244859 0.089829
1909 0.655226 0.119299 0.0069756 -0.307389 0.149001 0.520799 0.0131768 0.56835 -0.14373 -0.342035 0.0360176 0.514784 0.0110861 0.438505
1931 0.68539 0.875854 -0.572199 0.199834 -0.273732 -0.209401 0.356856 0.088178 -0.426485 0.228898 -0.39526 -0.250575 0.39091 0.102656
1932 0.490916 0.322748 0.689504 -0.225925 0.516583 0.279807 -0.0937943 0.0358158 0.644048 -0.180899 0.522579 0.238443 -0.0405384 0.195311
1933 0.110393 0.508645 0.329011 0.465282 0.062439 -0.491378 -0.511363 -0.54695 0.329347 0.449306 0.00967107 -0.495084 -0.408399 -0.379011
1936 0.331205 0.860973 -0.254163 -0.421077 -0.0255205 0.399627 0.299839 0.191088 -0.260894 -0.381982 -0.0206273 0.480301 0.339777 0.240275
1939 0.641552 0.0121676 0.118892 -0.386544 0.93919 0.453309 -0.0810203 0.382403 0.302827 -0.229411 0.970524 0.428616 -0.0718476 0.322847
1953 0.246717 0.77433 -0.0179786 -0.321755 0.0046674 0.551564 0.418376 0.320192 0.0660328 -0.30588 0.179288 0.521766 0.40694 0.257976
1962 0.891473 0.816047 -0.0544783 0.454452 -0.606532 -0.610089 0.616451 0.272139 0.0381354 0.393465 -0.518798 -0.495084 0.579949 0.295323
1964 0.52031 0.660639 -0.257165 -0.404037 0.0450595 0.275989 0.209985 0.190537 -0.318213 -0.413526 -0.0263758 0.211275 0.100818 0.0447365
1965 0.254545 0.379756 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.377857 0.445775 0.0805411 -0.386328 -0.429411 -0.507441
1966 0.490619 0.569513 -0.0252389 -0.447206 0.109615 0.186214 0.153033 0.111165 -0.0817198 -0.362356 0.11262 0.26561 0.0753935 0.157704
1973 0.859886 0.929985 0.00460107 0.360431 -0.530996 -0.513394 0.692333 0.360015 0.0111017 0.386333 -0.532524 -0.467916 0.671369 0.364133
1982 0.973114 0.428021 -0.0923953 0.284941 -0.178789 -0.214266 0.158108 0.0204014 -0.139604 0.25991 -0.221094 -0.20569 0.145105 0.106946
2010 0.673348 0.748974 -0.469948 0.258177 -0.512739 -0.23023 0.207919 -0.0433816 -0.516457 0.204474 -0.433125 -0.0351804 0.266953 -0.00842514
2025 0.603172 0.979344 -0.204721 0.439893 -0.168366 -0.152636 0.300921 0.127739 -0.272963 0.268846 -0.314263 -0.0970065 0.29421 0.0148596
2031 0.967318 0.071126 -0.244746 0.0263218 0.309231 0.266904 -0.0328445 0.0670731 -0.258126 0.0458859 0.248447 0.261735 -0.0266297 0.0278734
2053 0.530695 0.539033 -0.0124579 -0.373511 0.0987273 0.135013 0.0372197 0.272108 -0.0684596 -0.360674 0.119483 0.292778 0.0927863 0.247956
2063 0.956898 0.999494 -0.0733859 0.29436 -0.535556 -0.4889 0.490114 0.242806 0.0578635 0.425002 -0.563227 -0.467916 0.600883 0.315602
2072 0.590431 0.209734 -0.0117831 -0.429307 0.102912 0.545963 -0.0198436 0.44725 -0.0670495 -0.330497 0.0861398 0.428616 0.00503015 0.432942
2077 0.943591 0.818282 -0.0544783 0.454452 -0.606532 -0.610089 0.616451 0.272139 0.0111017 0.399449 -0.547973 -0.495084 0.567956 0.322847
2079 0.969315 0.139788 -0.380303 0.12492 0.0557894 0.165171 0.180958 0.00219979 -0.43751 -0.0107008 0.0373524 0.179543 0.0310094 0.0726426
2090 0.424082 0.614099 0.0658265 -0.408485 0.202876 0.216792 0.117375 0.0959428 0.136953 -0.319514 0.241212 0.211275 0.0420571 0.0613705
2101 0.126376 0.13803 -0.163431 -0.308199 0.662204 0.219046 -0.541232 0.0973056 -0.241467 -0.340613 0.647629 0.164051 -0.332778 0.0736551
2104 0.289647 0.557496 0.321043 0.474448 0.165565 -0.177605 -0.187381 -0.160361 0.435429 0.463301 0.0920299 -0.114737 -0.120928 -0.255153
2119 0.639076 0.134624 0.179986 -0.245499 0.214566 0.589948 0.00917466 0.574728 0.0244011 -0.30287 0.134216 0.510119 0.0193016 0.539123
2124 0.334061 0.959306 -0.161239 -0.427327 0.026063 0.479783 0.331671 0.197053 -0.227582 -0.379848 0.00280784 0.401448 0.327807 0.13018
2127 0.56683 0.673427 -0.201075 -0.441838 0.0513442 0.122645 0.190585 -0.0519288 -0.201062 -0.397341 0.0508505 0.15694 0.0964279 -0.0349629
2135 0.464735 0.888136 -0.118308 -0.30201 0.170011 0.0681236 -0.0239994 -0.0585043 0.024362 -0.355359 0.194978 0.102604 -0.0367902 -0.103772
2141 0.901202 0.551463 -0.577704 0.280576 -0.304015 -0.177102 0.171772 0.184435 -0.519307 0.134438 -0.37467 -0.141904 0.327807 0.143942
2145 0.960644 0.332949 -0.225883 0.205192 -0.280371 0.0310241 0.141231 -0.0576235 -0.115843 0.256129 -0.199374 -0.0444813 0.0217135 0.0491866
2178 0.883519 0.345093 -0.480236 0.173948 -0.391333 0.0857597 0.176598 0.0229153 -0.460342 0.136391 -0.43947 0.102604 0.0792728 0.00478591
2179 0.892085 0.337606 -0.480236 0.173948 -0.391333 0.0857597 0.176598 0.0229153 -0.408019 0.15692 -0.402745 0.0675054 0.055465 -0.00790081
2181 0.900939 0.236271 -0.0979598 0.26363 -0.157679 0.0787558 -0.110054 -0.042182 -0.134761 0.239394 -0.251132 0.0211015 -0.092882 -0.0900105
2188 0.342474 0.784674 -0.0751182 -0.403757 0.0350244 0.489184 0.344118 0.210692 0.00607394 -0.332738 0.152262 0.397232 0.192049 0.194006
2190 0.475177 0.250765 0.474154 -0.302344 0.437676 0.00643888 -0.199841 -0.0232497 0.465059 -0.219535 0.416212 0.0370892 -0.223215 -0.0819119
2195 0.336569 0.204448 0.625528 0.498937 0.207191 -0.457468 -0.551843 -0.647671 0.671426 0.538358 0.214178 -0.544752 -0.617538 -0.640487
2200 0.169907 0.927017 -0.0749207 -0.256102 0.0463864 0.535213 0.520781 0.221691 -0.00215847 -0.341364 0.146936 0.482951 0.432979 0.171466
2207 0.40674 0.400163 0.445368 -0.259679 0.0629452 0.00749594 -0.316508 -0.320696 0.395648 -0.250402 0.0783034 -0.0875691 -0.2261 -0.282677
2217 0.593292 0.284733 -0.0433064 -0.349249 0.0520795 0.550982 0.0693701 0.531473 0.0064332 -0.320745 0.139822 0.500822 0.0574339 0.641292
2221 0.412221 0.0601946 0.129308 0.391804 0.0136317 -0.499578 -0.592979 -0.637398 0.157133 0.37938 -0.0588739 -0.386759 -0.583775 -0.6269
2239 0.55448 0.62525 0.0557872 -0.399047 0.321041 0.247212 0.0302388 0.181745 0.117853 -0.33871 0.244569 0.211275 0.0675636 0.143942
2255 0.820445 0.520345 -0.582723 0.140466 -0.368673 0.0344048 0.169739 0.0972886 -0.559088 0.186916 -0.477619 0.102604 0.257692 0.0338467
2259 0.558663 0.714089 -0.0895604 -0.444737 0.128253 0.129998 0.129722 -0.0590316 -0.149871 -0.287578 0.0815395 0.106885 0.0731986 -0.0959743
2264 0.407754 0.717858 -0.235573 -0.417725 -0.000195193 0.326824 0.207143 0.17802 -0.293883 -0.397341 -0.0315083 0.319945 0.159531 0.143942
2267 0.845004 0.298029 -0.335275 0.144179 -0.397329 0.0653892 0.0256772 -0.0454491 -0.265743 0.194474 -0.311905 0.12832 -0.00949368 -0.0906409
2268 0.584152 0.175474 -0.00436151 -0.349105 0.151848 0.204275 -0.00961304 0.321021 -0.0377687 -0.321297 0.103037 0.374281 -0.0367902 0.317048
2275 0.11682 0.700318 0.301012 0.489484 -0.0450385 -0.318457 -0.154899 -0.342036 0.342607 0.445808 0.0577137 -0.332078 -0.198054 -0.379011
2283 0.730599 0.485597 -0.167242 -0.393248 0.167223 0.232506 0.151965 0.195951 -0.09498 -0.386845 0.119483 0.26561 0.110451 0.143942
2291 0.324591 0.300321 0.165483 -0.19092 -0.126386 -0.0862597 -0.341131 -0.375178 -0.0684596 -0.334367 -0.168773 -0.169072 -0.345295 -0.406534
2294 0.428535 0.515731 0.0211643 -0.382012 0.109866 0.143743 0.0893093 0.0649758 0.024362 -0.330869 0.167525 0.15694 -0.0157558 0.0200847
2295 0.255341 0.900521 0.0258445 -0.384134 0.133275 0.444203 0.491107 0.325533 -0.0286789 -0.337866 0.119483 0.591622 0.454013 0.295323
2297 0.872047 0.405739 -0.582723 0.140466 -0.368673 0.0344048 0.169739 0.0972886 -0.514731 0.123666 -0.461666 0.111199 0.14431 0.0215481
2303 0.526216 0.575354 0.00342662 -0.245142 0.159127 0.205798 0.103102 0.2181 -0.0150826 -0.35434 0.159012 0.26561 0.0824049 0.222855
2317 0.278546 0.328123 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.356087 0.435383 0.0646782 -0.359396 -0.464568 -0.530442
2319 0.805503 0.709509 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.161281 0.309365 -0.257995 -0.30491 0.418956 0.116418
2349 0.766592 0.366132 -0.00541544 -0.453851 -0.00742872 0.180756 0.00941057 0.00975214 -0.1552 -0.385738 0.00538734 0.31521 0.0255417 0.077531
2355 0.225374 0.781391 -0.0615256 -0.341786 -0.0114061 0.533827 0.461654 0.367548 -0.0419391 -0.334367 0.105756 0.564454 0.43999 0.281561
2357 0.869632 0.0164481 0.227355 -0.37825 0.0352284 0.0759408 -0.279634 -0.0948242 0.156964 -0.309878 -0.0726877 0.102604 -0.240123 -0.172582
2366 0.760723 0.997992 0.0776849 0.397533 -0.140338 -0.336142 0.586929 0.281302 0.156964 0.421318 -0.134457 -0.413581 0.6293 0.309085
2414 0.539683 0.684406 -0.201075 -0.441838 0.0513442 0.122645 0.190585 -0.0519288 -0.304409 -0.414057 -0.0147324 0.184107 0.112343 -0.0109343
2419 0.248099 0.128759 0.194362 -0.276582 -0.106243 -0.234809 -0.599541 -0.459671 0.0847111 -0.28346 -0.0826316 -0.169072 -0.510424 -0.406534
2428 0.179239 0.274545 -0.0321764 -0.323688 -0.0539327 -0.270325 -0.375863 -0.448188 0.0128915 -0.310506 -0.130523 -0.204788 -0.41415 -0.361847
2437 0.552059 0.97175 -0.21214 0.192975 -0.220723 0.00472769 0.224922 -0.00542832 -0.10824 0.316362 -0.216816 -0.0604014 0.138497 -0.117534
2438 0.265804 0.798841 -0.0179786 -0.321755 0.0046674 0.551564 0.418376 0.320192 -0.0505566 -0.334592 0.10414 0.567163 0.411186 0.337574
2450 0.328502 0.446202 0.0920971 -0.335138 -0.0419444 -0.0822884 -0.253536 -0.142891 0.187078 -0.288175 -0.0296482 -0.0622422 -0.185456 -0.216665
2451 0.601725 0.0414558 0.156532 -0.307552 0.0241866 0.270268 -0.00800871 -0.0597156 0.152575 -0.272685 -0.0690558 0.320465 -0.100296 0.119575
2453 0.0502177 0.615909 0.148446 0.344367 -0.0129231 -0.360738 -0.345183 -0.463969 -0.0142981 0.344646 -0.133877 -0.440748 -0.275575 -0.379398
2461 0.232871 0.664679 0.124775 -0.26791 0.26728 0.435486 0.2502 0.2965 0.045551 -0.312682 0.163386 0.341722 0.267522 0.190796
2467 0.948759 0.0591753 -0.26967 0.0771061 0.550284 0.239919 0.0210355 -0.0417208 -0.160009 0.0766022 0.531935 0.282034 -0.063053 -0.0125701
2473 0.316048 0.257405 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.474215 0.475689 0.118968 -0.457481 -0.553488 -0.600265
2474 0.17228 0.442242 0.300366 0.470373 0.0514498 -0.350752 -0.340509 -0.371645 0.292682 0.425639 0.0159828 -0.413581 -0.400382 -0.437292
2496 0.766748 0.024004 -0.26987 -0.402029 0.720072 0.376167 0.00761644 0.185656 -0.326697 -0.382428 0.651558 0.455784 -0.0666779 0.212751
2519 0.24651 0.128779 0.291626 -0.40518 -0.0581979 -0.190642 -0.571945 -0.486819 0.160876 -0.268771 -0.0424102 -0.190064 -0.536335 -0.417168
2528 0.0353612 0.779043 -0.145812 0.334825 -0.255592 -0.175113 -0.102736 -0.097496 -0.0154187 0.340852 -0.127594 -0.332078 -0.113916 -0.310201
2534 0.608667 0.582075 -0.167242 -0.393248 0.167223 0.232506 0.151965 0.195951 -0.0124278 -0.363513 0.165874 0.224552 0.103123 0.212751
2551 0.232779 0.651982 0.123314 -0.13586 0.315439 0.326621 0.208523 0.0925345 0.107862 -0.299855 0.206847 0.269287 0.220552 0.0944813
2554 0.140729 0.379267 0.268951 0.425009 -0.0137491 -0.411519 -0.558849 -0.610675 0.332205 0.438467 0.0248767 -0.440748 -0.50807 -0.498549
2561 0.711322 0.225623 -0.148545 -0.423744 0.0548363 0.561494 0.0626979 0.528181 -0.121616 -0.351886 0.0645004 0.591588 0.068382 0.639251
2562 0.931191 0.499161 -0.328119 0.234207 -0.248417 -0.261196 0.203078 0.217025 -0.186522 0.243087 -0.245922 -0.204327 0.200452 0.0943675
2569 0.238449 0.335074 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.263046 0.403825 0.00967107 -0.332078 -0.436444 -0.502868
2575 0.498078 0.414358 0.21302 -0.45284 0.239647 0.166203 0.0575917 0.23192 0.0641426 -0.316875 0.188115 0.238443 -0.00874428 0.19899
2582 0.119019 0.99882 0.208085 0.463401 0.0221234 0.263499 0.187838 -0.106622 0.115919 0.379954 -0.0664789 0.107596 0.214384 -0.0637029
2584 0.811792 0.0704439 -0.26987 -0.402029 0.720072 0.376167 0.00761644 0.185656 -0.33325 -0.392726 0.649291 0.440387 -0.0679412 0.0769684
2588 0.988877 0.643898 -0.0306299 0.365569 -0.601683 -0.432801 0.398664 0.0983898 0.0529961 0.358444 -0.524567 -0.445079 0.372111 0.134567
2590 0.576016 0.058381 0.13349 -0.257796 -0.153418 0.362806 -0.289328 -0.0446149 0.00850192 -0.307914 -0.144048 0.231849 -0.149095 0.00298306
2592 0.768183 0.918698 0.0924979 0.472593 -0.15194 -0.375149 0.607409 0.344571 0.0948035 0.400107 -0.130938 -0.407537 0.586209 0.276493
2595 0.914093 0.310183 -0.335275 0.144179 -0.397329 0.0653892 0.0256772 -0.0454491 -0.320404 0.183417 -0.367807 0.0482691 0.0263131 0.00632283
2599 0.742517 0.644406 -0.755382 0.197251 -0.498262 0.166073 0.335456 0.141534 -0.632005 0.165858 -0.501633 0.0973718 0.330867 0.00236863
2611 0.0726441 0.608475 0.22481 0.510084 -0.0860127 -0.708903 -0.521754 -0.443085 0.204804 0.4114 -0.0235118 -0.456843 -0.326856 -0.421875
2613 0.596606 0.409586 -0.169777 -0.375231 0.189897 0.546044 0.179427 0.783935 -0.09498 -0.358857 0.0988931 0.510119 0.138497 0.680656
2633 0.545481 0.114676 0.400514 -0.306955 0.331315 0.329334 -0.0966529 0.323087 0.420352 -0.220481 0.368933 0.179424 -0.18524 0.0950683
2635 0.970287 0.889282 -0.0697432 0.370968 -0.542425 -0.498103 0.579945 0.25048 0.103923 0.431814 -0.525661 -0.495084 0.53114 0.295323
2644 0.495395 0.756556 -0.159691 -0.371924 0.110677 0.0953843 0.0832929 -0.0552166 -0.101183 -0.380131 0.106752 0.184107 0.0387531 0.00632283
2657 0.0225765 0.342924 -0.283221 -0.403942 -0.333718 -0.200554 -0.345915 -0.410001 -0.441144 -0.337332 -0.375394 -0.152943 -0.308155 -0.361384
2660 0.646663 0.213398 0.0326605 -0.354155 0.27963 0.608574 0.135907 0.784968 0.209681 -0.272247 0.262271 0.602224 0.0668429 0.941126
2665 0.558883 0.883522 -0.412786 0.145371 -0.337522 0.117701 0.285604 -0.0446617 -0.404186 0.224846 -0.372469 0.0439184 0.212487 -0.063652
2671 0.173828 0.995999 0.0126034 -0.335722 0.11599 0.41922 0.518923 0.1628 0.024362 -0.341364 0.160662 0.428616 0.432979 0.185228
2679 0.319833 0.181097 0.0258894 0.489225 -0.0604424 -0.404874 -0.505829 -0.555277 0.170224 0.379336 -0.0315083 -0.386413 -0.541617 -0.599201
2685 0.345412 0.0731588 0.389363 0.379112 0.0839226 -0.518262 -0.558944 -0.665205 0.461912 0.473777 0.112582 -0.522251 -0.667804 -0.668011
2708 0.117297 0.221309 0.31426 -0.296172 0.238027 -0.217692 -0.503288 -0.27184 0.100853 -0.283467 0.16058 -0.147869 -0.47535 -0.216889
2717 0.342167 0.872338 -0.161239 -0.427327 0.026063 0.479783 0.331671 0.197053 -0.263777 -0.38467 -0.0252003 0.451378 0.311699 0.196758
2722 0.854394 0.713992 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.077901 0.336101 -0.348551 -0.398425 0.493734 0.180355
2731 0.648351 0.358786 0.0571379 -0.39886 0.321225 0.60738 0.131638 0.952133 0.0410736 -0.333532 0.487855 0.629422 0.174926 1.08842
2746 0.210937 0.722508 0.229524 0.45329 0.116787 0.342235 0.183586 -0.0664277 0.369128 0.435312 0.0233975 0.0482691 0.222635 0.0751324
2750 0.302524 0.661833 0.160291 -0.279099 0.220432 0.435872 0.199894 0.270512 0.199555 -0.284646 0.265065 0.314188 0.180357 0.179395
2771 0.732439 0.363482 -0.454872 -0.460927 -0.225516 0.49989 0.165345 0.428305 -0.479526 -0.439324 -0.148183 0.482951 0.15252 0.212751
2778 0.397097 0.993869 -0.234172 0.312563 -0.128925 0.0807747 0.173652 -0.026575 -0.25076 0.261672 -0.00760058 0.235299 0.259836 -0.0458245
