"ind_index" "x" "y" "phenotype1_mat" "phenotype2_MTWetQ" "phenotype3_MTDQ" "phenotype4_PDM" "phenotype5_PwarmQ" "phenotype6_PWM" "env1_mat" "env2_MTWetQ" "env3_MTDQ" "env4_PDM" "env5_PwarmQ" "env6_PWM"
2788 0.71275 0.338984 -0.454872 -0.460927 -0.225516 0.49989 0.165345 0.428305 -0.466266 -0.432327 -0.14132 0.537286 0.145508 0.350371
2818 0.134926 0.199461 0.0298557 -0.355975 0.110523 -0.21417 -0.344096 -0.189005 0.0641426 -0.288886 0.133209 -0.114737 -0.457479 -0.186344
2835 0.720409 0.0619754 -0.123582 -0.30668 0.731776 0.46179 -0.037517 0.472673 -0.0945647 -0.328149 0.764842 0.547421 -0.0429664 0.402139
2841 0.0188062 0.501916 0.217496 0.468182 -0.0144699 -0.498731 -0.4505 -0.539847 0.127147 0.378466 -0.052098 -0.542665 -0.45221 -0.492527
2859 0.0738186 0.821701 0.30339 0.363052 0.122888 -0.181025 -0.0812175 -0.266338 0.336011 0.451065 0.0611631 -0.30491 -0.127939 -0.323963
2869 0.245219 0.165219 0.194362 -0.276582 -0.106243 -0.234809 -0.599541 -0.459671 0.155677 -0.271689 -0.0436771 -0.213559 -0.518188 -0.456738
2873 0.461159 0.862945 0.0219541 -0.447637 0.205162 0.137351 0.068859 -0.0661345 -0.0730921 -0.370161 0.124679 0.147938 0.023328 -0.0945703
2878 0.152787 0.93288 -0.0311587 -0.295912 0.0811882 0.477216 0.519852 0.192245 0.0127559 -0.343531 0.154386 0.3735 0.377033 0.0998152
2896 0.817077 0.144725 -0.28031 -0.480197 -0.420605 0.442117 0.0499398 0.0140151 -0.39615 -0.409113 -0.377291 0.401681 -0.0389873 -0.0166529
2898 0.532904 0.842407 -0.287399 0.198293 -0.210996 0.0722494 0.236243 -0.0399755 -0.307143 0.253388 -0.0246451 0.102604 0.138497 -0.131296
2904 0.0231364 0.971329 0.27764 0.415955 -0.0293246 -0.327696 -0.147579 -0.383484 0.261957 0.431526 0.0228339 -0.30491 -0.113916 -0.323963
2907 0.960385 0.0965905 -0.408438 0.0411924 0.0975882 0.294042 0.0470625 -0.0384784 -0.386705 0.00149285 0.0577137 0.238443 0.00527868 0.0476086
2921 0.273505 0.568362 0.29565 0.500918 0.0976174 -0.175558 -0.11407 -0.139618 0.382388 0.445808 0.0714402 -0.0875691 -0.0788591 -0.213868
2923 0.684528 0.276083 -0.454872 -0.460927 -0.225516 0.49989 0.165345 0.428305 -0.356811 -0.404338 -0.0726877 0.591622 0.124474 0.574062
2932 0.426083 0.703697 -0.305704 -0.344912 -0.0177708 0.292211 0.160714 0.181835 -0.29368 -0.39958 -0.0316807 0.283639 0.139383 0.0895803
2962 0.764602 0.999461 0.0776849 0.397533 -0.140338 -0.336142 0.586929 0.281302 0.156964 0.421318 -0.134457 -0.413581 0.6293 0.309085
2983 0.827824 0.898942 -0.0297801 0.236189 -0.173861 -0.343455 0.643419 0.39659 -0.0154187 0.36884 -0.190658 -0.440748 0.650335 0.336609
2987 0.0669494 0.37169 -0.0589878 0.283311 -0.30094 -0.424945 -0.371874 -0.402816 -0.0570475 0.312376 -0.16973 -0.385466 -0.4287 -0.474864
3000 0.336757 0.190639 0.531548 0.494618 0.135061 -0.391615 -0.560804 -0.609714 0.46884 0.474825 0.115784 -0.479855 -0.596859 -0.632773
3004 0.711348 0.935949 -0.103622 0.256468 -0.22613 -0.267424 0.534136 0.161005 -0.0154187 0.358344 -0.175636 -0.386413 0.468036 0.171466
3009 0.39177 0.213739 0.687635 0.558832 0.1663 -0.373367 -0.412687 -0.554975 0.661311 0.535266 0.208942 -0.389212 -0.508388 -0.54546
3015 0.776879 0.198644 -0.310177 -0.376625 -0.086362 0.507659 0.113479 0.217321 -0.240842 -0.379848 -0.0109186 0.455784 -0.0227672 0.171466
3021 0.385631 0.578526 0.0211643 -0.382012 0.109866 0.143743 0.0893093 0.0649758 0.0207722 -0.333045 0.157381 0.177746 0.026125 0.0472393
3023 0.245016 0.73473 0.190182 0.478657 0.00336974 0.186193 0.369416 0.0530459 0.302827 0.41782 -0.0040554 0.238443 0.278726 0.102656
3027 0.819457 0.707971 -0.183325 0.245357 -0.343598 -0.336676 0.438297 0.195584 -0.10824 0.326857 -0.230542 -0.332078 0.43999 0.13018
3030 0.947566 0.827735 -0.0544783 0.454452 -0.606532 -0.610089 0.616451 0.272139 0.0508824 0.411439 -0.532524 -0.495084 0.545162 0.309085
3074 0.140564 0.130746 -0.0702417 -0.277737 0.594934 0.172031 -0.47405 0.150721 -0.0826226 -0.310768 0.73027 0.0992286 -0.398296 0.00717783
3089 0.677323 0.363191 -0.454872 -0.460927 -0.225516 0.49989 0.165345 0.428305 -0.48768 -0.437259 -0.148039 0.527398 0.169887 0.444173
3105 0.734905 0.899577 -0.0859891 0.37162 -0.166644 -0.404434 0.55336 0.291826 -0.0684596 0.341443 -0.208792 -0.386413 0.500724 0.196664
3109 0.3373 0.921574 -0.254163 -0.421077 -0.0255205 0.399627 0.299839 0.191088 -0.360184 -0.404338 -0.0864142 0.428616 0.362864 0.171466
3124 0.0806777 0.257065 0.0813346 -0.317442 0.137336 -0.140482 -0.464786 -0.131405 -0.0419391 -0.316875 0.0783034 -0.169072 -0.422421 -0.268915
3125 0.671896 0.799698 -0.540735 0.120848 -0.609589 -0.0757892 0.446401 0.146833 -0.64424 0.160951 -0.509412 -0.0332338 0.367299 0.0642717
3153 0.193461 0.954681 0.0235036 -0.375216 0.191436 0.485166 0.503061 0.178839 -0.0256565 -0.343794 0.129226 0.551926 0.491505 0.247691
3158 0.730209 0.069233 -0.0903523 -0.39198 0.620436 0.479399 -0.015054 0.399061 -0.293883 -0.37635 0.661678 0.537286 -0.0297787 0.309085
3162 0.966135 0.960591 -0.0432572 0.454221 -0.599599 -0.506176 0.534179 0.243293 0.0641426 0.428315 -0.553114 -0.467916 0.58022 0.309085
3164 0.280047 0.119 0.194362 -0.276582 -0.106243 -0.234809 -0.599541 -0.459671 0.307468 -0.242589 0.0395263 -0.36683 -0.606356 -0.557915
3165 0.840609 0.173107 0.0333595 -0.255541 -0.105148 0.00572063 -0.109891 -0.10125 0.130444 -0.313376 -0.0864142 -0.00606618 -0.212077 -0.186344
3171 0.261001 0.868487 0.102212 -0.25364 0.265324 0.540434 0.544857 0.275212 0.089225 -0.30955 0.199711 0.515606 0.40217 0.230717
3175 0.734169 0.84049 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.252339 0.283824 -0.301237 -0.347468 0.4269 0.137976
3177 0.585135 0.97308 -0.0564185 0.335512 -0.123932 -0.121835 0.264297 0.0118032 -0.0684596 0.330356 -0.203089 -0.141904 0.159531 -0.103772
3196 0.996219 0.195902 -0.525009 0.0331653 -0.272695 0.0540536 0.0861514 0.231721 -0.356406 0.0234811 -0.276629 0.0579819 0.0728868 0.102656
3210 0.760369 0.364093 0.0283003 -0.295918 0.187152 0.16954 -0.159396 0.11565 0.043853 -0.350796 0.198962 0.150181 -0.0611192 0.0590881
3213 0.889376 0.0339083 0.227355 -0.37825 0.0352284 0.0759408 -0.279634 -0.0948242 0.295429 -0.288416 0.00584243 -0.0415912 -0.27491 -0.234245
3215 0.108267 0.8994 0.228451 0.50045 -0.021435 0.00562627 0.0756648 -0.132847 0.289566 0.428777 0.0243037 -0.0675754 0.0665305 -0.188161
3228 0.305218 0.736859 -0.0958927 -0.343726 -0.0459693 0.495803 0.266562 0.46651 -0.239071 -0.370378 -0.0207996 0.576047 0.358845 0.458449
3235 0.551346 0.652496 -0.0895604 -0.444737 0.128253 0.129998 0.129722 -0.0590316 -0.239954 -0.404104 0.0238571 0.184107 0.0964279 0.0485301
3240 0.973654 0.28967 -0.291362 0.070233 -0.184336 0.0172024 0.0848697 0.0486443 -0.298327 0.194343 -0.262864 0.00865575 0.0663449 0.0963518
3243 0.722084 0.0415218 0.01427 -0.389262 0.779813 0.466354 -0.0480371 0.390732 -0.0650057 -0.322162 0.780141 0.531084 -0.0578246 0.389709
3245 0.451964 0.591595 0.0658265 -0.408485 0.202876 0.216792 0.117375 0.0959428 -0.00215847 -0.344863 0.160662 0.238443 0.054359 0.116418
3255 0.521526 0.783258 -0.229822 -0.29911 0.0931018 0.0607706 0.0368637 -0.0514015 -0.227582 -0.404338 0.0302608 0.129772 0.0753935 -0.0900105
3263 0.804418 0.333537 0.0171447 -0.246977 -0.0971682 0.0338881 -0.0456845 -0.0951352 -0.038386 -0.360143 -0.169101 0.063989 -0.0566815 -0.141426
3270 0.518272 0.605498 -0.184158 -0.417543 0.109284 0.177576 0.171275 0.0720111 -0.264989 -0.400422 -0.00200754 0.238443 0.0828234 0.117239
3292 0.186688 0.262749 0.0328879 -0.247458 0.0184996 -0.277838 -0.244672 -0.349995 0.0158236 -0.308925 -0.125006 -0.198516 -0.424331 -0.367267
3295 0.936504 0.804954 -0.0544783 0.454452 -0.606532 -0.610089 0.616451 0.272139 0.024362 0.403109 -0.540794 -0.495084 0.552174 0.309085
3297 0.137319 0.699588 0.374481 0.43447 0.0269684 -0.278927 -0.137257 -0.349747 0.316087 0.435312 0.037124 -0.242495 -0.128695 -0.32954
3304 0.434397 0.157451 0.367261 -0.23979 0.230552 -0.335103 -0.491883 -0.307944 0.408908 -0.23291 0.0714402 -0.277743 -0.471502 -0.475344
3316 0.612704 0.61512 -0.184158 -0.417543 0.109284 0.177576 0.171275 0.0720111 -0.134761 -0.390344 0.0988931 0.15694 0.110451 0.0751324
3324 0.5362 0.263469 -0.0358849 -0.269047 0.101015 0.209294 0.0796007 0.405243 -0.0485147 -0.330869 0.105756 0.238443 -0.0753822 0.185114
3336 0.996146 0.196827 -0.456489 -0.0660458 -0.341581 0.132091 0.036446 0.127372 -0.357095 0.0232993 -0.276986 0.0586879 0.0727046 0.102656
3341 0.344868 0.534304 0.199531 -0.361337 0.170674 0.0853994 -0.0604829 0.0198031 0.090663 -0.309878 0.194978 0.129772 -0.0157558 0.0200847
3344 0.85323 0.0276264 -0.26987 -0.402029 0.720072 0.376167 0.00761644 0.185656 -0.424267 -0.412916 0.603182 0.393037 -0.0643371 0.00632283
3351 0.54227 0.254126 -0.00436151 -0.349105 0.151848 0.204275 -0.00961304 0.321021 0.0774028 -0.30288 0.181252 0.292778 -0.0578246 0.295323
3371 0.450286 0.728635 -0.0510522 -0.434131 0.140938 0.235764 0.107569 0.0523912 -0.152719 -0.380126 0.0690659 0.235604 0.0794087 0.0429694
3395 0.173739 0.384249 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.329347 0.435312 0.037124 -0.440748 -0.478513 -0.502868
3403 0.903983 0.307451 -0.377749 0.20743 -0.413994 0.137115 0.183457 -0.0514581 -0.51199 0.121988 -0.463588 0.146146 0.0741057 0.0270688
3410 0.302683 0.752995 0.300757 -0.274785 0.401241 0.250243 0.11599 0.0587681 0.32041 -0.265575 0.352758 0.247597 0.145662 -0.00728866
3414 0.427316 0.979543 -0.248789 0.330151 -0.180124 0.0932068 0.121093 0.0176831 -0.271762 0.255953 -0.0148903 0.173877 0.222321 -0.0647168
3421 0.225012 0.704257 0.325027 0.58415 -0.0457534 0.101098 0.382132 -0.0169057 0.336179 0.426018 0.00516526 0.115774 0.251671 0.100293
3423 0.794844 0.209747 -0.501332 -0.56078 -0.355215 0.440228 0.0517203 0.0336301 -0.439746 -0.421831 -0.39526 0.482951 0.0122902 0.0338467
3426 0.331611 0.0632082 0.263556 0.313679 -0.00322362 -0.443973 -0.647575 -0.593659 0.475209 0.473796 0.119483 -0.495084 -0.667823 -0.654249
3427 0.992712 0.934949 0.142291 0.565291 -0.559411 -0.591313 0.516948 0.303721 0.0988353 0.438811 -0.542021 -0.467916 0.53114 0.281561
3428 0.644985 0.808535 -0.467764 0.233172 -0.50897 -0.0876579 0.318065 0.0119073 -0.536523 0.192869 -0.449123 -0.00336447 0.290987 0.0076914
3432 0.639105 0.449368 -0.468822 -0.442918 -0.0685027 0.44065 0.204789 0.37464 -0.487895 -0.441962 -0.137945 0.416702 0.166543 0.33565
3438 0.241786 0.475368 0.300366 0.470373 0.0514498 -0.350752 -0.340509 -0.371645 0.313451 0.424817 0.0494861 -0.310311 -0.27518 -0.392773
3445 0.177206 0.913711 -0.0311587 -0.295912 0.0811882 0.477216 0.519852 0.192245 0.0274616 -0.33355 0.162267 0.554046 0.462664 0.202207
3449 0.301574 0.26455 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.376946 0.4418 0.0686235 -0.400808 -0.519143 -0.575323
3487 0.0190458 0.662901 0.148446 0.344367 -0.0129231 -0.360738 -0.345183 -0.463969 0.0200513 0.353708 -0.109235 -0.467916 -0.27632 -0.406534
3491 0.0443119 0.441437 -0.0662606 0.306961 -0.150939 -0.521849 -0.501021 -0.531105 -0.00855209 0.331983 -0.144629 -0.479536 -0.429002 -0.475947
3492 0.0107577 0.413344 -0.0626242 0.295136 -0.225939 -0.473397 -0.436448 -0.466961 -0.187802 0.270881 -0.237405 -0.495084 -0.422421 -0.51663
3503 0.899815 0.808013 -0.0544783 0.454452 -0.606532 -0.610089 0.616451 0.272139 0.024362 0.39333 -0.525661 -0.495084 0.573208 0.295323
3505 0.228823 0.407877 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.369128 0.445808 0.0783034 -0.440748 -0.41541 -0.489106
3506 0.280545 0.387519 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.329347 0.431814 0.0508505 -0.277743 -0.36633 -0.461582
3519 0.667068 0.125948 0.015548 -0.430877 0.100417 0.537743 -0.00966542 0.520782 -0.0419391 -0.320373 0.0920299 0.537286 0.0263131 0.543037
3523 0.21238 0.566036 0.354088 0.493751 0.0647439 -0.243331 -0.164916 -0.244379 0.309608 0.425751 0.0320939 -0.210133 -0.133398 -0.262191
3526 0.424924 0.195538 0.193718 -0.525551 -0.00431084 -0.257011 -0.509224 -0.331635 0.29748 -0.258145 0.0168722 -0.2357 -0.449801 -0.461582
3546 0.0684407 0.0500487 0.163337 -0.212206 0.767262 0.243419 -0.419047 0.538474 0.0512177 -0.257832 0.787376 0.246074 -0.355379 0.61003
3549 0.78771 0.730158 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.346924 0.249889 -0.360944 -0.250575 0.432979 0.116418
3551 0.0580056 0.236258 -0.0221448 -0.314945 -0.0360787 -0.0415176 -0.333253 -0.278909 -0.0294217 -0.312341 0.0835742 -0.109955 -0.425731 -0.186344
3559 0.0681073 0.71791 0.214891 0.465914 -0.0539999 -0.327858 -0.167346 -0.355676 0.261733 0.429891 0.0227182 -0.413581 -0.212077 -0.392773
3564 0.717395 0.877668 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.254103 0.281376 -0.306038 -0.332078 0.425967 0.13018
3571 0.158512 0.760726 0.226518 0.41681 0.0889422 0.0751237 0.0787331 -0.1341 0.307825 0.426465 0.019768 0.010861 0.0841307 -0.148949
3575 0.964273 0.983319 -0.149848 0.375405 -0.431092 -0.587143 0.526017 0.35497 0.0774028 0.435312 -0.553114 -0.467916 0.573208 0.295323
3576 0.430275 0.947142 -0.24655 0.301667 -0.0456512 0.21223 0.140598 -0.00645338 -0.224263 0.270117 0.0186815 0.196841 0.185822 -0.0981831
3578 0.368912 0.942616 0.192622 -0.299532 0.197066 0.110642 0.0199956 -0.0439852 0.178099 -0.316886 0.275909 0.151561 0.00673809 -0.106497
3580 0.0763555 0.858953 0.361828 0.355885 0.090014 -0.248798 -0.132063 -0.371098 0.346725 0.451667 0.0667081 -0.277743 -0.0864703 -0.287825
3601 0.0208166 0.680815 0.172673 0.347507 -0.00618732 -0.419254 -0.286697 -0.382792 -0.00215847 0.347849 -0.12073 -0.440748 -0.240123 -0.379011
3604 0.0984617 0.884942 0.246885 0.453859 0.0453838 -0.182749 -0.03344 -0.160324 0.327157 0.44523 0.0565804 -0.158521 -0.000574982 -0.231838
3617 0.893178 0.322304 -0.335275 0.144179 -0.397329 0.0653892 0.0256772 -0.0454491 -0.471369 0.136003 -0.440388 0.124839 0.0683467 0.0101589
3618 0.518153 0.769501 0.0219541 -0.447637 0.205162 0.137351 0.068859 -0.0661345 0.0117701 -0.365795 0.181713 0.129772 -0.00897986 -0.0624867
3628 0.814671 0.0548154 -0.247512 -0.40421 0.655439 0.398094 -0.00985669 0.080366 -0.201062 -0.365854 0.723447 0.401448 -0.113916 0.0751324
3658 0.531471 0.936309 -0.484948 0.206719 -0.381976 0.171678 0.272373 -0.0359474 -0.447891 0.207844 -0.400861 0.0809188 0.26901 -0.0128701
3661 0.203816 0.802896 0.0880518 0.0120763 0.158059 0.418898 0.404388 -0.108383 0.156964 -0.292385 0.236158 0.428616 0.39091 0.102656
3664 0.890954 0.632847 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.201062 0.239394 -0.244269 -0.332078 0.418956 0.185228
3666 0.556018 0.425692 -0.130767 -0.391215 0.114193 0.387924 0.102019 0.449969 -0.00614198 -0.33987 0.145228 0.396857 0.0897786 0.474034
3676 0.30033 0.674486 0.230422 -0.351913 0.238007 0.470486 0.246323 0.266697 0.143704 -0.295883 0.229295 0.374281 0.222635 0.240275
3687 0.0205748 0.759713 -0.214686 0.302887 -0.268815 -0.435897 -0.132716 -0.094914 -0.0551993 0.333854 -0.14132 -0.359245 -0.148974 -0.323963
3711 0.138369 0.291273 -0.0321764 -0.323688 -0.0539327 -0.270325 -0.375863 -0.448188 -0.0370066 -0.323791 -0.159357 -0.214561 -0.41329 -0.370049
3714 0.807036 0.765382 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.152903 0.310777 -0.260522 -0.35305 0.494483 0.182089
3722 0.112547 0.82794 0.248818 0.537499 -0.0649935 -0.252246 -0.0365083 -0.159071 0.287625 0.429218 0.0264799 -0.136713 0.0106375 -0.233196
3733 0.876052 0.890432 -0.0205604 0.575894 -0.663675 -0.570807 0.574465 0.254366 -0.00215847 0.382834 -0.539388 -0.467916 0.650335 0.350371
3738 0.870087 0.345264 -0.377749 0.20743 -0.413994 0.137115 0.183457 -0.0514581 -0.440413 0.144757 -0.416195 0.131139 0.0816994 -0.00743908
3749 0.125646 0.556581 0.501632 0.547247 0.0897739 -0.631187 -0.460449 -0.370348 0.357285 0.456677 0.0378576 -0.440748 -0.36633 -0.406534
3771 0.309572 0.882575 -0.19171 -0.353652 -0.0369772 0.56077 0.369994 0.182672 -0.163066 -0.363464 0.0374511 0.510119 0.362542 0.279685
3777 0.122469 0.789227 0.270256 0.527388 0.0296699 -0.17351 -0.0407601 -0.118876 0.35409 0.448838 0.0570239 -0.141904 -0.0157558 -0.255153
3782 0.122382 0.0438701 0.163337 -0.212206 0.767262 0.243419 -0.419047 0.538474 0.0992647 -0.255584 0.818012 0.20775 -0.390093 0.436513
3797 0.343473 0.219233 0.817941 0.578262 0.302552 -0.568406 -0.600148 -0.577858 0.899536 0.610239 0.32538 -0.576586 -0.646789 -0.654249
3805 0.291985 0.860323 -0.161239 -0.427327 0.026063 0.479783 0.331671 0.197053 -0.0957654 -0.348955 0.0786542 0.541199 0.384314 0.30116
3834 0.710541 0.182935 -0.0240122 -0.42528 0.0609247 0.529885 0.00452754 0.567412 0.024362 -0.313376 0.146936 0.537286 0.0193016 0.639371
3837 0.960154 0.957925 -0.0396146 0.53083 -0.606468 -0.515379 0.62401 0.250967 0.0641426 0.428315 -0.553114 -0.467916 0.587231 0.309085
3842 0.351893 0.795105 -0.254163 -0.421077 -0.0255205 0.399627 0.299839 0.191088 -0.174541 -0.369353 0.0302608 0.401448 0.243669 0.212751
3860 0.897052 0.0678739 0.227355 -0.37825 0.0352284 0.0759408 -0.279634 -0.0948242 0.235973 -0.299528 -0.0317943 -0.00606618 -0.246842 -0.213294
3868 0.408965 0.517817 0.132679 -0.384911 0.186775 0.151096 0.0284462 0.0578729 0.090663 -0.320373 0.201842 0.102604 -0.0367902 -0.0349629
3878 0.824897 0.116212 -0.503335 -0.471653 0.520575 0.463439 -0.0700071 -0.0568815 -0.519307 -0.432327 0.545003 0.510119 -0.0157558 -0.00743908
3892 0.574067 0.459422 0.0716702 -0.37014 0.203927 0.450454 0.0584986 0.451002 0.0893408 -0.32485 0.208638 0.431062 0.118094 0.561755
3903 0.506563 0.641044 -0.218656 -0.39343 0.0577442 0.381755 0.187833 0.30196 -0.180367 -0.386872 0.0517351 0.238443 0.0854324 0.110476
3918 0.0905889 0.920585 0.244952 0.370219 0.155761 -0.113251 -0.0303718 -0.161577 0.329347 0.442309 0.0508505 -0.169072 0.00527868 -0.22763
3925 0.603114 0.816548 -0.4432 0.231196 -0.41906 0.0802502 0.238734 -0.0212566 -0.445195 0.215278 -0.39808 0.00703363 0.225516 -0.0492152
3933 0.497176 0.878484 -0.118308 -0.30201 0.170011 0.0681236 -0.0239994 -0.0585043 -0.0286789 -0.372851 0.167525 0.129772 -0.0367902 -0.0487248
3934 0.589726 0.116031 0.0730731 -0.233627 0.0956999 0.178648 -0.110344 0.11704 -0.019244 -0.314385 0.11064 0.339276 -0.0738703 0.191049
3944 0.194968 0.428708 0.300366 0.470373 0.0514498 -0.350752 -0.340509 -0.371645 0.317329 0.428643 0.037124 -0.413581 -0.396346 -0.462871
3946 0.431083 0.296104 0.292035 -0.28903 -0.10739 0.0819612 -0.312195 -0.212107 0.417937 -0.23736 0.0829766 -0.113105 -0.296554 -0.288314
3956 0.9584 0.808545 -0.0255411 0.209485 -0.518649 -0.487617 0.583198 0.301512 0.0641426 0.414321 -0.532524 -0.495084 0.524128 0.309085
3957 0.969298 0.811965 -0.0771751 0.33278 -0.542456 -0.545458 0.576165 0.261066 0.0585721 0.41635 -0.535559 -0.495386 0.523613 0.308656
3994 0.628083 0.64572 -0.684899 0.210117 -0.422086 0.201869 0.282941 -0.0558976 -0.7713 0.117369 -0.544626 0.226043 0.265831 -0.0425747
3996 0.125607 0.735479 0.229921 0.418066 0.0508806 -0.220555 -0.0988589 -0.258626 0.29449 0.429939 0.0328091 -0.198761 -0.0871722 -0.297717
4004 0.737912 0.0550761 -0.01896 -0.303962 0.891153 0.448745 -0.0705001 0.464344 -0.00215847 -0.309878 0.812669 0.510119 -0.0648361 0.391656
4011 0.252038 0.703887 0.294302 0.151331 0.152418 0.248473 0.341756 0.0339993 0.223708 0.194413 0.050683 0.290375 0.270133 0.136969
4013 0.805001 0.270192 0.0171447 -0.246977 -0.0971682 0.0338881 -0.0456845 -0.0951352 0.143515 -0.316908 -0.0659222 -0.00580833 -0.148941 -0.103577
4029 0.931496 0.710582 -0.0998719 0.211107 -0.478381 -0.480827 0.535879 0.249994 -0.0497998 0.314288 -0.580567 -0.467916 0.50725 0.248433
4037 0.183322 0.0457506 0.0748318 -0.283911 0.984088 0.174955 -0.352395 0.139559 0.181639 -0.24771 0.884627 0.100126 -0.493698 0.111773
4042 0.0959758 0.334935 -0.157699 -0.363815 -0.193825 -0.23544 -0.360889 -0.429094 -0.232435 -0.36904 -0.26737 -0.211037 -0.342729 -0.400268
4057 0.812909 0.19171 -0.3193 -0.306664 -0.40107 0.230752 0.0407014 -0.141866 -0.339096 -0.402061 -0.346206 0.372217 -0.0262285 -0.0246995
4059 0.514728 0.888249 -0.328328 -0.0558828 -0.0352862 0.0518303 0.195275 -0.104592 -0.274492 0.114062 -0.000453262 0.0968314 0.133765 -0.11547
4064 0.946225 0.990017 -0.0661006 0.447577 -0.549294 -0.507306 0.669775 0.258154 0.0508824 0.424817 -0.55597 -0.467916 0.6141 0.322847
4065 0.55356 0.771846 -0.4432 0.231196 -0.41906 0.0802502 0.238734 -0.0212566 -0.466266 0.207907 -0.12073 0.129772 0.173554 -0.103772
4077 0.0209464 0.694544 -0.136683 0.18613 -0.287096 -0.528791 -0.258378 -0.111325 -0.0286789 0.340852 -0.134457 -0.413581 -0.219089 -0.365249
4078 0.518226 0.403121 0.361521 -0.191705 0.368672 0.183667 0.05356 0.402926 0.275277 -0.27441 0.30337 0.344771 0.0528479 0.386318
4092 0.841175 0.818672 -0.0563533 0.477133 -0.480406 -0.503387 0.61558 0.227645 0.0508824 0.386333 -0.484482 -0.467916 0.559185 0.267799
4103 0.0461149 0.712362 -0.0648257 0.324496 0.094356 -0.547336 -0.197146 -0.436609 0.090663 0.375837 -0.0726877 -0.386413 -0.205066 -0.365249
4129 0.714114 0.654362 -0.707282 0.0184514 -0.53305 0.209387 0.274935 -0.0285333 -0.792906 0.11473 -0.591776 0.184107 0.337391 0.00632283
4137 0.806277 0.100203 -0.503335 -0.471653 0.520575 0.463439 -0.0700071 -0.0568815 -0.399965 -0.407837 0.613636 0.482951 -0.0438017 0.0751324
4150 0.494105 0.0206789 0.240423 -0.2624 0.0474713 -0.0685957 -0.364432 -0.380273 0.179687 -0.27614 -0.0472002 -0.137489 -0.428307 -0.411423
4151 0.685197 0.329934 -0.236716 -0.419953 -0.169448 0.605614 0.125375 0.706931 -0.428369 -0.425677 -0.115037 0.563682 0.152321 0.512972
4153 0.896598 0.555352 -0.460136 0.235795 -0.388731 -0.168967 0.217681 0.0768709 -0.479526 0.148432 -0.35408 -0.141904 0.320795 0.13018
4159 0.499294 0.908558 -0.484948 0.206719 -0.381976 0.171678 0.272373 -0.0359474 -0.410329 0.217393 -0.302118 0.150243 0.226386 -0.0519239
4161 0.90495 0.870167 -0.0470464 0.492641 -0.6065 -0.562734 0.620231 0.261553 0.0641426 0.410822 -0.518798 -0.495084 0.590828 0.314451
4164 0.797632 0.0269599 -0.26987 -0.402029 0.720072 0.376167 0.00761644 0.185656 -0.362171 -0.391918 0.630795 0.428616 -0.0739513 0.129493
4177 0.44245 0.368674 0.277943 -0.321636 0.123621 0.00712278 -0.238701 -0.220772 0.328997 -0.258619 0.199748 0.0123758 -0.174352 -0.15468
4183 0.243754 0.354672 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.461949 0.470298 0.119483 -0.467916 -0.506559 -0.557915
4189 0.159214 0.327641 0.0259751 -0.208524 -0.0966101 -0.420609 -0.432187 -0.374112 -0.0154187 -0.323872 -0.148183 -0.250575 -0.380353 -0.406534
4193 0.879479 0.876393 -0.0544783 0.454452 -0.606532 -0.610089 0.616451 0.272139 0.0376222 0.396828 -0.523829 -0.495084 0.620417 0.322847
4214 0.67821 0.631964 -0.676326 0.0866287 -0.470671 0.218813 0.260098 -0.103465 -0.74216 0.129272 -0.554103 0.203936 0.288386 -0.0329307
4227 0.452683 0.389167 0.0880166 -0.358438 0.0937652 0.0780464 0.000380231 0.0269059 -0.0419391 -0.337866 0.119483 0.0754367 -0.127939 -0.0900105
4240 0.607965 0.307376 0.113824 -0.346013 0.247153 0.55292 0.0896359 0.665131 0.0869289 -0.308694 0.193035 0.553476 0.102108 0.840488
4241 0.0997487 0.329216 -0.119635 -0.320447 -0.185882 -0.197724 -0.268641 -0.369175 -0.161281 -0.35186 -0.230542 -0.250575 -0.373341 -0.406534
4248 0.334809 0.412072 0.181029 -0.265937 -0.0646336 -0.135304 -0.180652 -0.210194 0.0800083 -0.30919 -0.0850657 -0.0657395 -0.213455 -0.241392
4251 0.211969 0.507305 0.43792 0.460114 0.0998179 -0.313152 -0.289072 -0.369881 0.35715 0.445808 0.0652409 -0.416209 -0.295537 -0.392773
4268 0.982102 0.0913514 -0.244746 0.0263218 0.309231 0.266904 -0.0328445 0.0670731 -0.0594386 0.111285 0.217317 0.184107 -0.0406668 0.0162803
4275 0.868455 0.522948 -0.582723 0.140466 -0.368673 0.0344048 0.169739 0.0972886 -0.607807 0.099806 -0.412071 -0.0271289 0.287313 0.0919868
