gene	Gene.Ontology.IDs
LOC111134598	GO:0005769; GO:0005770; GO:0005938; GO:0006897; GO:0007032; GO:0008333; GO:0010008; GO:0016324; GO:0035091; GO:0046872
LOC111134598	GO:0005769; GO:0005783; GO:0007032; GO:0008333; GO:0015031; GO:0031901; GO:0035091; GO:0046872
LOC111135077	GO:0003735; GO:0005730; GO:0005737; GO:0005840; GO:0006412; GO:0016020; GO:0032040; GO:0042274
LOC111125571	GO:0000287; GO:0001841; GO:0003157; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0006606; GO:0006915; GO:0007165; GO:0007254; GO:0007417; GO:0008625; GO:0032092; GO:0032991; GO:0035265; GO:0035329; GO:0035556; GO:0042802; GO:0043065; GO:0043408; GO:0043491; GO:0043539; GO:0045600; GO:0046330; GO:0046621; GO:0050673; GO:0050680; GO:0050821; GO:0051091; GO:0051262; GO:0051897; GO:0060070; GO:0060215; GO:0060706; GO:0060800; GO:0061912; GO:0090090; GO:0097284; GO:0106310; GO:1902043
LOC111125589	GO:0001525; GO:0001822; GO:0016020; GO:0016263; GO:0016267; GO:0046872; GO:0060576
LOC111099659	GO:0000122; GO:0000902; GO:0001817; GO:0001953; GO:0002467; GO:0002682; GO:0002829; GO:0003682; GO:0005634; GO:0006954; GO:0006974; GO:0007266; GO:0007283; GO:0008104; GO:0008285; GO:0030036; GO:0030183; GO:0030308; GO:0030890; GO:0032764; GO:0035024; GO:0042092; GO:0042127; GO:0043065; GO:0043066; GO:0043087; GO:0043380; GO:0043565; GO:0045892; GO:0046872; GO:0048294; GO:0048821; GO:0050727
LOC111128222	GO:0000278; GO:0000922; GO:0000923; GO:0000930; GO:0000931; GO:0005813; GO:0005829; GO:0005874; GO:0007020; GO:0008017; GO:0031122; GO:0043015; GO:0051225; GO:0051321
LOC111100637	GO:0004674; GO:0005524; GO:0005829; GO:0006468; GO:0030490; GO:0030688; GO:0031333; GO:0032728; GO:0039534; GO:0043124; GO:0045087; GO:0045089; GO:0046872; GO:0051607; GO:0071359; GO:0089720; GO:0098586; GO:0106310; GO:1990786
LOC111111564	GO:0004175; GO:0004197; GO:0005615; GO:0005764; GO:0016324; GO:0042470; GO:0050790; GO:0051603
LOC111132545	GO:0000038; GO:0003997; GO:0005504; GO:0005737; GO:0005777; GO:0005778; GO:0005782; GO:0006091; GO:0006629; GO:0006693; GO:0007283; GO:0009062; GO:0016401; GO:0019395; GO:0030165; GO:0033540; GO:0042803; GO:0050660; GO:0050665; GO:0055088; GO:0071949; GO:0140493
LOC111132570	GO:0004842; GO:0005737; GO:0016020; GO:0016567; GO:0046872
LOC111130808	GO:0004970; GO:0004972; GO:0007268; GO:0007616; GO:0008355; GO:0014069; GO:0017146; GO:0035235; GO:0042331; GO:0042391; GO:0045211; GO:0048149; GO:0050975; GO:0055074; GO:0072375
LOC111132626	GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005681; GO:0005684; GO:0005686; GO:0006357; GO:0019079; GO:0032784; GO:1903241
LOC111115085	GO:0000038; GO:0003997; GO:0005504; GO:0005737; GO:0005777; GO:0005778; GO:0005782; GO:0006091; GO:0006629; GO:0006693; GO:0007283; GO:0009062; GO:0016401; GO:0019395; GO:0030165; GO:0033540; GO:0042803; GO:0050660; GO:0050665; GO:0055088; GO:0071949; GO:0140493
LOC111137561	GO:0004842; GO:0005737; GO:0016020; GO:0016567; GO:0046872
LOC111110225	GO:0000122; GO:0000981; GO:0002068; GO:0005634; GO:0006357; GO:0006366; GO:0010454; GO:0010455; GO:0043065; GO:0043565; GO:0045165; GO:0045944; GO:0060480; GO:0060576; GO:0072148; GO:1990837
LOC111104106	GO:0000122; GO:0000981; GO:0002068; GO:0005634; GO:0006357; GO:0006366; GO:0010454; GO:0010455; GO:0043065; GO:0043565; GO:0045165; GO:0045944; GO:0060480; GO:0060576; GO:0072148; GO:1990837
LOC111125887	GO:0016020; GO:0140625
LOC111125896	GO:0005524; GO:0005739; GO:0005743; GO:0016887; GO:0062157; GO:0071805; GO:0140359
LOC111125882	GO:0016020; GO:0140625
LOC111127890	GO:0001525; GO:0001786; GO:0002080; GO:0005178; GO:0005615; GO:0007155; GO:0007338; GO:0009897; GO:0043277; GO:0062023
LOC111119531	GO:0000281; GO:0005200; GO:0005634; GO:0005737; GO:0005764; GO:0005856; GO:0005886; GO:0006357; GO:0007009; GO:0007165; GO:0007409; GO:0007411; GO:0007528; GO:0008089; GO:0008092; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016020; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030424; GO:0030425; GO:0030507; GO:0030674; GO:0030951; GO:0031594; GO:0032507; GO:0033268; GO:0033270; GO:0034112; GO:0035902; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045162; GO:0045184; GO:0045202; GO:0045211; GO:0045296; GO:0045806; GO:0045838; GO:0050808; GO:0061564; GO:0061629; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:0140031; GO:1900827; GO:1901224; GO:1902260; GO:1903533; GO:1904115; GO:2000651; GO:2001259
LOC111125338	GO:0005768; GO:0005886; GO:0006836; GO:0007268; GO:0015375; GO:0016020; GO:0031045; GO:0035725; GO:0042734; GO:0046872; GO:0060012; GO:0098690; GO:1903804
LOC111130840	GO:0005768; GO:0005886; GO:0006836; GO:0007268; GO:0015375; GO:0016020; GO:0031045; GO:0035725; GO:0042734; GO:0046872; GO:0060012; GO:0098690; GO:1903804
LOC111127317	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0005654; GO:0005739; GO:0005829; GO:0006357; GO:0016604; GO:0030509; GO:0045944; GO:0046872; GO:1990837
LOC111128774	GO:0001525; GO:0004415; GO:0005509; GO:0005730; GO:0005829; GO:0005886; GO:0016020; GO:0030214; GO:0043231; GO:0045296; GO:0070062; GO:1903670
LOC111130848	GO:0000325; GO:0003729; GO:0005509; GO:0005829; GO:0009506; GO:0009612; GO:0009646; GO:0009652; GO:0030234; GO:0071456
LOC111123891	GO:0000122; GO:0000785; GO:0000786; GO:0003682; GO:0005634; GO:0005654; GO:0006349; GO:0008270; GO:0016491; GO:0032452; GO:0042393; GO:0043046; GO:0045815; GO:0045944; GO:0050660; GO:0071949; GO:0140682
LOC111110267	GO:0005576; GO:0007218
LOC111111488	GO:0002230; GO:0002735; GO:0002753; GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0005923; GO:0008270; GO:0009597; GO:0009615; GO:0010467; GO:0010628; GO:0015629; GO:0016887; GO:0030334; GO:0031625; GO:0032587; GO:0032725; GO:0032727; GO:0032728; GO:0032755; GO:0032757; GO:0032760; GO:0038187; GO:0039529; GO:0042802; GO:0043330; GO:0045087; GO:0045944; GO:0051091; GO:0051607; GO:0060760; GO:0071360; GO:0097027; GO:0140374; GO:0140677; GO:1990904
LOC111130870	GO:0002230; GO:0002735; GO:0002753; GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0005923; GO:0008270; GO:0009597; GO:0009615; GO:0010467; GO:0010628; GO:0015629; GO:0016887; GO:0030334; GO:0031625; GO:0032587; GO:0032725; GO:0032727; GO:0032728; GO:0032755; GO:0032757; GO:0032760; GO:0038187; GO:0039529; GO:0042802; GO:0043330; GO:0045087; GO:0045944; GO:0051091; GO:0051607; GO:0060760; GO:0071360; GO:0097027; GO:0140374; GO:0140677; GO:1990904
LOC111129292	GO:0005886; GO:0006811; GO:0015098; GO:0016020
LOC111110900	GO:0000049; GO:0005634; GO:0006400; GO:0008176; GO:0106004; GO:0106143
LOC111110891	GO:0004888; GO:0005892; GO:0007165; GO:0007271; GO:0022848; GO:0034220; GO:0042166; GO:0042391; GO:0045202; GO:0050877; GO:0098794
LOC111110884	GO:0004888; GO:0005892; GO:0007165; GO:0007268; GO:0014059; GO:0016020; GO:0022848; GO:0032991; GO:0034220; GO:0042391; GO:0042734; GO:0045202; GO:0045211; GO:0050877; GO:0051899; GO:0060079; GO:0098655; GO:0098691; GO:0098793; GO:0099171; GO:2000300
LOC111123767	GO:0004888; GO:0005102; GO:0005262; GO:0005892; GO:0007165; GO:0007204; GO:0007268; GO:0007271; GO:0010996; GO:0016020; GO:0022848; GO:0030424; GO:0034220; GO:0042127; GO:0042391; GO:0042472; GO:0043204; GO:0045202; GO:0050877; GO:0050910; GO:0051899; GO:0070373; GO:0098981; GO:0099634
LOC111127104	GO:0004157; GO:0005829; GO:0006208; GO:0006210; GO:0006212; GO:0006248; GO:0006249; GO:0008270; GO:0042802; GO:0046050; GO:0046079; GO:0051219; GO:0070062
LOC111100578	GO:0001649; GO:0002244; GO:0002566; GO:0003677; GO:0003723; GO:0003725; GO:0003726; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006382; GO:0006396; GO:0006397; GO:0006606; GO:0006611; GO:0008251; GO:0009615; GO:0016020; GO:0016553; GO:0030218; GO:0031054; GO:0035455; GO:0044387; GO:0044530; GO:0045070; GO:0045087; GO:0046872; GO:0051607; GO:0060216; GO:0060339; GO:0061484; GO:0070922; GO:0097284; GO:0098586; GO:1900369; GO:1903944
LOC111130876	GO:0005654; GO:0005737; GO:0005739; GO:0005768; GO:0005770; GO:0005789; GO:0006701; GO:0015485; GO:0030301; GO:0031902; GO:0042803; GO:0043231; GO:0044232; GO:0099044; GO:0120020; GO:0140284
LOC111101103	GO:0004993; GO:0005886; GO:0007186; GO:0007187; GO:0007197; GO:0007271; GO:0009410; GO:0016907; GO:0030424; GO:0030425; GO:0032223; GO:0045202
LOC111130886	GO:0003729; GO:0005634; GO:0005654; GO:0005726; GO:0005737; GO:0005847; GO:0005849; GO:0016607; GO:0035061; GO:0042382; GO:0046833; GO:0051290; GO:0098789; GO:0110104; GO:1990120
LOC111099410	GO:0005509; GO:0005615; GO:0005886; GO:0006954; GO:0007165; GO:0007512; GO:0007596; GO:0009791; GO:0009897; GO:0009986; GO:0042802; GO:0045446; GO:0045880
LOC111109848	GO:0003993; GO:0004725; GO:0004726; GO:0005634; GO:0005737; GO:0006470; GO:0035335
LOC111109839	GO:0016020; GO:0030111; GO:0035869; GO:0060271
LOC111134162	GO:0006821; GO:0007605; GO:0008271; GO:0008360; GO:0015701; GO:0016323; GO:0016328; GO:0042803; GO:0140900
LOC111109628	GO:0001917; GO:0005737; GO:0005764; GO:0005765; GO:0005794; GO:0006914; GO:0006915; GO:0007601; GO:0010506; GO:0016324; GO:0043231; GO:0045494
LOC111103508	GO:0000122; GO:0000977; GO:0001228; GO:0005794; GO:0010718; GO:0016604
LOC111137420	GO:0004579; GO:0018279; GO:0035000; GO:0043686; GO:0043687; GO:0046872
LOC111137407	GO:0005634
LOC111111015	GO:0005829; GO:0005975; GO:0006067; GO:0006072; GO:0006116; GO:0006641; GO:0006650; GO:0006734; GO:0007629; GO:0009331; GO:0030018; GO:0031430; GO:0042803; GO:0046168; GO:0047952; GO:0051287; GO:0055093
LOC111100511	GO:0005829; GO:0009966; GO:0035303; GO:0051721
LOC111101857	GO:0005634; GO:0006325; GO:0006355; GO:0031674; GO:0043565; GO:0046872
LOC111114229	GO:0000900; GO:0002082; GO:0003682; GO:0004372; GO:0005634; GO:0005737; GO:0005739; GO:0005743; GO:0005758; GO:0005759; GO:0005829; GO:0006544; GO:0006545; GO:0006563; GO:0006564; GO:0006565; GO:0006730; GO:0008270; GO:0008284; GO:0008732; GO:0009113; GO:0015630; GO:0016597; GO:0019264; GO:0030170; GO:0034340; GO:0035999; GO:0042645; GO:0042802; GO:0042803; GO:0046653; GO:0046655; GO:0048027; GO:0051262; GO:0051289; GO:0070129; GO:0070536; GO:0070552; GO:0070905; GO:1903715
LOC111129231	GO:0005743; GO:0005774; GO:0005886; GO:0005975; GO:0006865; GO:0010467; GO:0015810; GO:0015811; GO:0015813; GO:0016324; GO:0031526; GO:0044877; GO:0046872; GO:0046982
LOC111120179	GO:0003333; GO:0005307; GO:0005886; GO:0008292; GO:0015171; GO:0015220; GO:0015871; GO:0016020
LOC111120179	GO:0001701; GO:0005307; GO:0005886; GO:0006836; GO:0007271; GO:0007274; GO:0008292; GO:0015220; GO:0015871; GO:0016020; GO:0030424; GO:0030425; GO:0031594; GO:0033265; GO:0043204; GO:0045202; GO:0055085
LOC111100957	GO:0000122; GO:0000165; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0000987; GO:0001228; GO:0001701; GO:0001865; GO:0001889; GO:0001934; GO:0002244; GO:0003151; GO:0003360; GO:0003418; GO:0003419; GO:0003677; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005741; GO:0006351; GO:0006354; GO:0006355; GO:0006357; GO:0006606; GO:0006915; GO:0006970; GO:0006974; GO:0007033; GO:0007254; GO:0007507; GO:0008140; GO:0009414; GO:0010467; GO:0010485; GO:0010628; GO:0014070; GO:0016020; GO:0016525; GO:0016602; GO:0018107; GO:0019901; GO:0021742; GO:0021743; GO:0021754; GO:0030509; GO:0031573; GO:0032915; GO:0034599; GO:0035497; GO:0035861; GO:0038066; GO:0042789; GO:0042802; GO:0042803; GO:0043522; GO:0043525; GO:0043565; GO:0043967; GO:0043969; GO:0044013; GO:0044255; GO:0044877; GO:0045444; GO:0045815; GO:0045944; GO:0046872; GO:0046982; GO:0050680; GO:0050872; GO:0051091; GO:0060052; GO:0060245; GO:0060612; GO:0061629; GO:0072740; GO:0090575; GO:0097049; GO:0097186; GO:0097284; GO:0098586; GO:0110024; GO:1901522; GO:1902110; GO:1902562; GO:1902742; GO:1990144; GO:1990253; GO:1990837; GO:1990841
LOC111130926	GO:0004842; GO:0016567
LOC111130935	GO:0003677; GO:0005634; GO:0006338; GO:0006357; GO:0046872
LOC111115104	GO:0005634; GO:0005737; GO:0016020; GO:0030433
LOC111100011	GO:0000221; GO:0016020; GO:0033181; GO:0046961; GO:1902600
LOC111114772	GO:0004867; GO:0005615; GO:0010466
LOC111120471	GO:0000978; GO:0000981; GO:0005634; GO:0005654; GO:0006357; GO:0009792; GO:0030424; GO:0043025; GO:0045944; GO:0097377; GO:1904936; GO:1990837
LOC111122025	GO:0000981; GO:0003677; GO:0005634
LOC111105859	GO:0000122; GO:0002218; GO:0004861; GO:0005654; GO:0005737; GO:0007507; GO:0032897; GO:0042802; GO:0045087; GO:0045736; GO:0097322; GO:0106140; GO:0120259; GO:1901798
LOC111135084	GO:0000281; GO:0000915; GO:0001772; GO:0005768; GO:0005815; GO:0005829; GO:0005923; GO:0005925; GO:0006915; GO:0010824; GO:0015031; GO:0016020; GO:0031871; GO:0036258; GO:0039702; GO:0042470; GO:0042641; GO:0042803; GO:0045199; GO:0046755; GO:0048306; GO:0051260; GO:0061952; GO:0070062; GO:0070830; GO:0070971; GO:0090543; GO:0090559; GO:0090611; GO:1903543; GO:1903551; GO:1903553; GO:1903561
LOC111135084	GO:0000281; GO:0005815; GO:0005829; GO:0005923; GO:0015031; GO:0042470; GO:0070062; GO:0090543
LOC111123961	GO:0000082; GO:0000122; GO:0000307; GO:0001726; GO:0001954; GO:0002244; GO:0003323; GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0006468; GO:0007165; GO:0007219; GO:0009615; GO:0010033; GO:0010389; GO:0010468; GO:0010628; GO:0016301; GO:0030097; GO:0030332; GO:0033077; GO:0042063; GO:0043697; GO:0045638; GO:0045646; GO:0045656; GO:0045668; GO:0045786; GO:0048146; GO:0050680; GO:0051301; GO:0060218; GO:0097132; GO:0098770; GO:0106310; GO:1902036; GO:2000773
LOC111123943	GO:0005308; GO:0005886; GO:0015292; GO:0015881; GO:0016323; GO:0046449
LOC111123922	GO:0005308; GO:0005886; GO:0015292; GO:0015881; GO:0016323; GO:0046449
LOC111108835	GO:0001967; GO:0002087; GO:0004359; GO:0005739; GO:0005759; GO:0005829; GO:0006537; GO:0006543; GO:0007268; GO:0045202; GO:0051289; GO:0090461
LOC111108835	GO:0001967; GO:0002087; GO:0004359; GO:0005739; GO:0005759; GO:0005829; GO:0006537; GO:0006543; GO:0007268; GO:0042802; GO:0045202; GO:0051289; GO:0090461
LOC111109472	GO:0000502; GO:0004866; GO:0005783; GO:0005829; GO:0006511; GO:0042803; GO:0043161; GO:0046982; GO:0048471; GO:0070628; GO:1901799
LOC111100372	GO:0000049; GO:0001510; GO:0008033; GO:0008168
LOC111137060	GO:0005737; GO:0005783; GO:0005789; GO:0042406; GO:0045050; GO:0071816; GO:0072546
LOC111137068	GO:0005930; GO:0030175; GO:0030286; GO:0045504
LOC111134266	GO:0005509; GO:0005576; GO:0005789; GO:0005794; GO:0033018; GO:0042470
LOC111114134	GO:0016020
LOC111132223	GO:0000302; GO:0001666; GO:0003924; GO:0004383; GO:0005525; GO:0008074; GO:0019825; GO:0019826; GO:0019899; GO:0019934; GO:0020037; GO:0038060; GO:0042803; GO:0046872; GO:0046982; GO:0070025; GO:0070026; GO:0070482
LOC111132259	GO:0001525; GO:0005576; GO:0005615; GO:0007165; GO:0007219; GO:0010595; GO:0016525; GO:0030297; GO:0030971; GO:0043066; GO:0043536; GO:0043537; GO:0045766; GO:0050731; GO:0062023; GO:0071456
LOC111132242	GO:0003676; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005958; GO:0006302; GO:0006303; GO:0010165; GO:0032807; GO:0033152; GO:0035861; GO:0042802; GO:0051103; GO:0051351; GO:0060090; GO:0070419; GO:0070975; GO:1905782; GO:1990166
LOC111132201	GO:0001764; GO:0004930; GO:0005509; GO:0005615; GO:0005886; GO:0005911; GO:0007165; GO:0007166; GO:0007416; GO:0030246; GO:0030424; GO:0098742
LOC111132269	GO:0005634; GO:0005829; GO:0044283; GO:1901362
LOC111132215	GO:0000278; GO:0004843; GO:0005634; GO:0005783; GO:0005795; GO:0006974; GO:0007030; GO:0016320; GO:0016567; GO:0016579; GO:0035871; GO:0045202; GO:0071108; GO:0090168; GO:0106300; GO:1905634
LOC111132290	GO:0000164; GO:0004864; GO:0005977; GO:0008157; GO:0009966; GO:0032515; GO:0098723
LOC111138481	GO:0005634; GO:0005737; GO:0007507; GO:0008168; GO:0032259; GO:0042826; GO:0046872
LOC111138488	GO:0000774; GO:0005615; GO:0005783; GO:0031398; GO:0031625; GO:0032436; GO:0140313; GO:0140678
LOC111137818	GO:0004568; GO:0005764; GO:0006032; GO:0008061; GO:0009313; GO:0016798
LOC111126382	GO:0004864; GO:0005634; GO:0005654; GO:0005829; GO:0006334; GO:0007166; GO:0016235
LOC111126395	GO:0005634; GO:0005737; GO:0005886; GO:0015629; GO:0046872; GO:0051015; GO:0051017
LOC111126395	GO:0005654; GO:0005829; GO:0005886; GO:0015629; GO:0046872; GO:0051015; GO:0051017
LOC111126395	GO:0005654; GO:0005829; GO:0005886; GO:0015629; GO:0046872; GO:0051015; GO:0051017
LOC111138441	GO:0005525; GO:0046872
LOC111138463	GO:0000398; GO:0005634; GO:0005654; GO:0005681; GO:0005682; GO:0005737; GO:0005829; GO:0007049; GO:0031965; GO:0046540; GO:0051301; GO:0071005
LOC111137635	GO:0005765; GO:0022857
LOC111137629	GO:0005765; GO:0022857
LOC111110435	GO:0001556; GO:0005635; GO:0005637
LOC111101089	GO:0007049; GO:0016567; GO:0051301; GO:1901992
LOC111135918	GO:0005576; GO:0007218
LOC111132155	GO:0005783; GO:0005886; GO:0070059
LOC111132171	GO:0005634; GO:0005730; GO:0005737; GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006888; GO:0006890; GO:0016020; GO:0030134; GO:0033116; GO:0043231; GO:0061852; GO:1990351
LOC111115278	GO:0005886; GO:0007158; GO:0007268; GO:0007612; GO:0009986; GO:0016020; GO:0035176; GO:0038023; GO:0042043; GO:0045202; GO:0048488; GO:0050804; GO:0050839; GO:0071625; GO:0097104; GO:0097105; GO:0097110; GO:0098793; GO:0098839; GO:0098983; GO:0098985; GO:0099054
LOC111118051	GO:0000776; GO:0003676
LOC111101512	GO:0000375; GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005682; GO:0005732; GO:0005829; GO:0006396; GO:0008380; GO:0016607; GO:0046540; GO:0071007; GO:0071013
LOC111101521	GO:0001540; GO:0001666; GO:0001934; GO:0005216; GO:0005262; GO:0005886; GO:0005892; GO:0006811; GO:0006816; GO:0006874; GO:0007165; GO:0007271; GO:0007611; GO:0007613; GO:0007614; GO:0008284; GO:0015464; GO:0015643; GO:0016020; GO:0017081; GO:0022848; GO:0032720; GO:0034220; GO:0035094; GO:0042166; GO:0042391; GO:0042803; GO:0043410; GO:0044853; GO:0045202; GO:0045211; GO:0045766; GO:0050808; GO:0050877; GO:0050890; GO:0050893; GO:0051247; GO:0051899; GO:0070374; GO:0080164; GO:0095500; GO:0097061; GO:0098794; GO:0098815; GO:0140059; GO:1900273; GO:1901214; GO:1902004; GO:1902430; GO:1902991; GO:1904645; GO:1905144; GO:1905906; GO:1905920; GO:2000463
LOC111128808	GO:0005615; GO:0008283; GO:0009301; GO:0015030; GO:0016926; GO:0016929; GO:0030576; GO:0032183
LOC111100849	GO:0003796; GO:0005576; GO:0008152; GO:0031640; GO:0050829
LOC111108767	GO:0000122; GO:0003677; GO:0003689; GO:0003690; GO:0005524; GO:0005634; GO:0005654; GO:0005663; GO:0005730; GO:0005737; GO:0006261; GO:0006281; GO:0007004; GO:0008047; GO:0016887; GO:0019904; GO:0031391; GO:0043565; GO:0045893; GO:0061860; GO:0070062
LOC111131814	GO:0001755; GO:0016020; GO:0030215; GO:0030335; GO:0045499; GO:0048675; GO:0048843; GO:0050908; GO:0071526; GO:0097485; GO:1990138
LOC111130762	GO:0005737; GO:0006869; GO:0006911; GO:0006915
LOC111130762	GO:0005737; GO:0006869; GO:0006911; GO:0006915
LOC111109437	GO:0005886; GO:0005918; GO:0007156; GO:0007411; GO:0008366; GO:0019991; GO:0021682; GO:0030424; GO:0045197; GO:0060857; GO:0061343; GO:0070593; GO:0098632
LOC111127446	GO:0000977; GO:0003700; GO:0005634; GO:0005737; GO:0006357; GO:0045893; GO:0046872
LOC111102092	GO:0000413; GO:0003755; GO:0005634; GO:0005737; GO:0005886; GO:0006457; GO:0016018
LOC111115194	GO:0005739; GO:0005743; GO:1990542
LOC111121700	GO:0005509; GO:0005576
LOC111105495	GO:0005576; GO:0005595; GO:0005615; GO:0005788; GO:0007155; GO:0030020; GO:0030199; GO:0035987; GO:0062023; GO:0070062; GO:1903561
LOC111110207	GO:0005576; GO:0005595; GO:0005615; GO:0005788; GO:0007155; GO:0030020; GO:0030199; GO:0035987; GO:0062023; GO:0070062; GO:1903561
LOC111099502	GO:0003937; GO:0004643; GO:0005829; GO:0006189; GO:0042803
LOC111105709	GO:0016020
LOC111101208	GO:0005576
LOC111125391	GO:0005737; GO:0005829; GO:0005925; GO:0007160; GO:0007165; GO:0007420; GO:0016020; GO:0030424; GO:0032991; GO:0048786; GO:0050808; GO:0051497; GO:0097444; GO:0098685; GO:0099072; GO:1903077
LOC111125391	GO:0005737; GO:0005829; GO:0007160; GO:0009986; GO:0030424; GO:0043197; GO:0048786; GO:0050808; GO:0060998; GO:0061001; GO:0070062; GO:0099519
LOC111118239	GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0005789; GO:0008233; GO:0014003; GO:0016540; GO:0022010; GO:0031643; GO:0032286; GO:0045893; GO:0048709
LOC111118239	GO:0000981; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005789; GO:0005794; GO:0005829; GO:0006357; GO:0008233; GO:0014003; GO:0016540; GO:0022010; GO:0031643; GO:0032286; GO:0042802; GO:0043565; GO:0045893; GO:0048709
LOC111135155	GO:0005789; GO:0016020; GO:0030246; GO:0043022; GO:0160063; GO:0160064
LOC111104770	GO:0004888; GO:0005886; GO:0007186; GO:0016500; GO:0032588; GO:0090263
LOC111138286	GO:0003677; GO:0005634; GO:0005654; GO:0008270; GO:0010467; GO:0016567; GO:0017015; GO:0030514; GO:0061630; GO:0070410; GO:0070412; GO:1990841
LOC111138286	GO:0000122; GO:0003677; GO:0004842; GO:0005634; GO:0005654; GO:0008270; GO:0016567; GO:0017015; GO:0030514; GO:0045892; GO:0070410; GO:0070412
LOC111115832	GO:0016020
LOC111125536	GO:0001568; GO:0001649; GO:0001707; GO:0001893; GO:0001935; GO:0001938; GO:0001946; GO:0001974; GO:0002063; GO:0003085; GO:0003148; GO:0003151; GO:0003176; GO:0003177; GO:0003183; GO:0003186; GO:0003197; GO:0003252; GO:0004674; GO:0005024; GO:0005524; GO:0005654; GO:0005737; GO:0005886; GO:0005901; GO:0005905; GO:0005912; GO:0006468; GO:0007178; GO:0009267; GO:0009925; GO:0009952; GO:0009986; GO:0010595; GO:0010628; GO:0010634; GO:0010862; GO:0014069; GO:0014916; GO:0016301; GO:0016324; GO:0019209; GO:0019838; GO:0030166; GO:0030308; GO:0030424; GO:0030425; GO:0030501; GO:0030509; GO:0030513; GO:0036122; GO:0042127; GO:0043025; GO:0043235; GO:0044297; GO:0045296; GO:0045669; GO:0045778; GO:0045906; GO:0045944; GO:0046872; GO:0048286; GO:0048662; GO:0048842; GO:0051148; GO:0060173; GO:0060350; GO:0060391; GO:0060412; GO:0060413; GO:0060836; GO:0060840; GO:0060841; GO:0061036; GO:0061298; GO:0061626; GO:0071363; GO:0071773; GO:0072577; GO:0098821; GO:1902731; GO:1905314; GO:1990782; GO:2000279
